guid/image/axis,value
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0080/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0080/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0081/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0081/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0081/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0082/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0082/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0082/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0083/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0083/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0083/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0084/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0084/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0084/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0085/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0085/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0085/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0086/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0086/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0086/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0087/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0087/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0087/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0088/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0088/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0088/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0089/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0089/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0089/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0090/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0090/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0090/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0091/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0091/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0091/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0092/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0092/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0092/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0093/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0093/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0093/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0094/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0094/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0094/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0095/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0095/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0095/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0096/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0096/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0096/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0097/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0097/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0097/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0098/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0098/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0098/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0099/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0099/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0099/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0100/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0100/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0100/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0101/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0101/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0101/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0102/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0102/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0102/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0103/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0103/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0103/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0104/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0104/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0104/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0105/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0105/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0105/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0106/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0106/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0106/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0107/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0107/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0107/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0108/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0108/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0108/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0109/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0109/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0109/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0110/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0110/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0110/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0111/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0111/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0111/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0112/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0112/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0112/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0113/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0113/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0113/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0114/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0114/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0114/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0115/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0115/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0115/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0116/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0116/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0116/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0117/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0117/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0117/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0118/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0118/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0118/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0119/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0119/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0119/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0120/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0120/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0120/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0121/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0121/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0121/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0122/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0122/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0122/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0123/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0123/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0123/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0124/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0124/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0124/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0125/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0125/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0125/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0126/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0126/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0126/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0127/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0127/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0127/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0128/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0128/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0128/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0129/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0129/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0129/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0130/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0130/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0130/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0131/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0131/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0131/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0132/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0132/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0132/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0133/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0133/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0133/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0134/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0134/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0134/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0135/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0135/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0135/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0136/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0136/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0136/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0137/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0137/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0137/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0138/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0138/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0138/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0139/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0139/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0139/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0140/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0140/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0140/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0141/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0141/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0141/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0142/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0142/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0142/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0143/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0143/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0143/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0144/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0144/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0144/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0145/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0145/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0145/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0146/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0146/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0146/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0147/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0147/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0147/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0148/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0148/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0148/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0149/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0149/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0149/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0150/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0150/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0150/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0151/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0151/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0151/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0152/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0152/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0152/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0153/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0153/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0153/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0154/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0154/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0154/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0155/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0155/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0155/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0156/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0156/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0156/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0157/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0157/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0157/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0158/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0158/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0158/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0159/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0159/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0159/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0160/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0160/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0160/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0161/x,-9.845978
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0161/y,-2.2918549
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0161/z,40.20787
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0162/x,-6.8139806
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0162/y,-1.284283
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0162/z,28.260666
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0163/x,-5.2167373
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0163/y,-1.8787198
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0163/z,18.184025
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0164/x,-4.9515667
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0164/y,-1.4561356
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0164/z,15.06013
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0165/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0165/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0165/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0166/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0166/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0166/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0167/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0167/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0167/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0168/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0168/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0168/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0169/x,-5.835308
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0169/y,-0.91990525
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0169/z,10.803965
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0170/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0170/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0170/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0171/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0171/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0171/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0172/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0172/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0172/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0173/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0173/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0173/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0174/x,0.66691047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0174/y,-0.13392882
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0174/z,6.4324503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0175/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0175/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0175/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0176/x,-4.161697
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0176/y,-0.85024315
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0176/z,10.679236
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0177/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0177/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0177/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0178/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0178/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0178/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0179/x,-7.6130576
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0179/y,-0.59624124
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0179/z,32.82921
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0180/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0180/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0180/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0181/x,-6.371368
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0181/y,-2.002949
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0181/z,21.05637
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0182/x,-6.422808
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0182/y,-2.0451958
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0182/z,19.150925
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0183/x,-1.5243077
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0183/y,-0.829313
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0183/z,11.152824
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0184/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0184/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0184/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0185/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0185/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0185/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0186/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0186/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0186/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0187/x,1.3489401
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0187/y,-2.1246154
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0187/z,20.54292
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0188/x,-0.2648518
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0188/y,-1.554544
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0188/z,16.924501
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0189/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0189/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0189/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0190/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0190/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0190/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0191/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0191/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0191/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0192/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0192/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0192/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0193/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0193/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0193/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0194/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0194/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0194/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0195/x,-1.851861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0195/y,-2.976852
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0195/z,36.597186
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0196/x,-1.851861
